address,balance,timestamp,Vote,Round,Project Name,Proposal State,Proposal Standing,Grant Category,Earmarks,OCEAN Granted,datetime
0xF25281C5B5620cA0E9ab6a1442cb6e9B333CCb06,10000.0,1612453069.0,Yes,2,Data DAO,Not Granted,Not Granted,Build & Integrate,General,0.0,2021-02-04 15:37:49
0xd69485360F89e824935097Dd594a2b72CD4aDDD8,5000.0,1612337867.0,Yes,2,Data DAO,Not Granted,Not Granted,Build & Integrate,General,0.0,2021-02-03 07:37:47
0x1911176664F147DCb30DA4a4AA6ef6c6849e613f,7410.1708439172335,1612473213.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-04 21:13:33
0xA41960A39265e936d73F76581475F5517f8F259D,379.1073515148679,1612473181.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-04 21:13:01
0x31852784d2066618d35d2bB2a021b334a9d7F002,5236.429729901217,1612389619.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-03 22:00:19
0xc211CCc4c718877Cda19690715BB81d98694f8A0,1514.05600178107,1612373925.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-03 17:38:45
0x45E48C0a6Fe8b759652624451C83387130C58367,8387.700396276672,1612284373.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-02 16:46:13
0xD896038c67EC4273aF33059f4b980a01587fd7BC,344.31235801647466,1612374254.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-03 17:44:14
0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,52800.1374540403,1612321379.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-03 03:02:59
0x0225DD447C812cdEb436352eb44f3ad03B2a4288,22811.92132,1612288440.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-02 17:54:00
0xa60556e3bF6424488072Fb09A20Ecb23dd6D609E,500.0,1612473930.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-04 21:25:30
0x5D2B315C465e133a346C960F46f5AA1ED88a3179,24340.70838294408,1612288010.0,Yes,2,Data Whale,Funded,Completed,Build & Integrate,General,10000.0,2021-02-02 17:46:50
0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,2543.352734221005,1612369382.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-03 16:23:02
0x2D3fb3096F020029A49A45c88253A4CD0BC2503F,1667.6110115953572,1612301266.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-02 21:27:46
0x01e66950353400E93AEe7F041C0303103E2ef5Ab,15000.732,1612482432.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-04 23:47:12
0xE2D0d856Ecfaf305BAee76ddAf76444AD3b8684c,3743.288215579004,1612280907.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-02 15:48:27
0xEC852D93806A0E5c93e506C804717530aC26bB8d,40752.78034,1612278222.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-02 15:03:42
0x807e4419f9E09Db3c8C22A6dfFB753ae4B1F992E,5117.00001334,1612277364.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-02 14:49:24
0xB3D31eCf4C702Dc516c7a7e67F385560eE04A9C3,15018.908030564367,1612475914.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-04 21:58:34
0xF15f1d005a0Dd034b5760fA8e2f71be45289e0bA,5093.039576622567,1612477099.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-04 22:18:19
0xCeaAD86848Dc118337b97eD7a0Fdba36Da6f03D4,1343.2316976666973,1612477397.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-04 22:23:17
0xF0e5094e51CDD81eBD68dD3F19AA580E2396A94D,10359.352914667108,1612382734.0,Yes,2,German AI/ML,Funded,Completed,Outreach,General,10000.0,2021-02-03 20:05:34
0xcfdaE6FF195A99Ee0dEd376eaD5056BB679Ebec7,4584.700502795099,1612316993.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-03 01:49:53
0xF68813feF24Ae1CE7000f0f1771Cd3042d5702be,1000.0,1612470957.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-04 20:35:57
0x0bF2f30fD564E9ca0fb013ab343AE68c98eb008B,284.44541562854704,1612472742.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-04 21:05:42
0x4fD45C660fcfD8deE204ebead23Ab7f17Cc43C6E,20001.255514660126,1612352599.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-03 11:43:19
0x91700503f39012f032a765d182FbEe4397Ac5def,439.0854058538499,1612482037.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-04 23:40:37
0x88Df446346EB051B8D19A47951141177f57d4329,639.0,1612481021.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-04 23:23:41
0x20718BCD0E16d2cAfF38F87B157Fd1B0d92Cc488,5650.004711977122,1612303304.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-02 22:01:44
0x792035C909733246e49D419BE308A38b3f8b3E8E,10077.8472,1612322655.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-03 03:24:15
0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,2000.0,1612299551.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-02 20:59:11
0xB40156F51103EbaA842590cE51DD2cD0a9E83cDa,5000.105719922575,1612277736.0,Yes,2,Governor DAO,Funded,Unreported,Unleash Data,General,10000.0,2021-02-02 14:55:36
0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,14154.823107221942,1612290336.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 18:25:36
0x02796aDc9e9eBc30893c13A78D5691467B866bfB,2674.318912418897,1612284453.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 16:47:33
0xcC7E9b8331bea863a158589E8EBCF118C72d0683,2050.3137420894905,1612472514.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-04 21:01:54
0xB9D10940Dae76C3e50d422C754009eEDa22b4eA0,1247.1454543226057,1612282661.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 16:17:41
0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,16016.997354125702,1612276039.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 14:27:19
0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,1700.0,1612290301.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 18:25:01
0xfc1719d6eDC4318820d02C725b4F6e530D11Bebb,10177.493,1612277668.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-02 14:54:28
0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,148.00963432673367,1612349286.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-03 10:48:06
0xFc1a540517fB09d967B5fb22c63F975B1e729D4C,44414.4,1612473322.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-04 21:15:22
0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,11876.9,1612473442.0,Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0,2021-02-04 21:17:22
0xF8dac7973f0F444E19bf671915187A0A92f18313,8000.0,1612292772.0,Yes,2,Moon Jelly,Not Granted,Not Granted,Build & Integrate,General,0.0,2021-02-02 19:06:12
0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,16500.0,1612302666.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 21:51:06
0xB1bF4E002F13924a139C032d851DC0562D219ED1,6800.0,1612274665.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 14:04:25
0x12BD31628075C20919BA838b89F414241b8c4869,23804.9,1612431679.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-04 09:41:19
0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.6879494588621,1612276699.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 14:38:19
0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,1612276677.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 14:37:57
0x34335050Aa618DA5F5187E7644f0b86a015E55d3,36965.25773613341,1612302362.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 21:46:02
0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,5340.749815216586,1612302451.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 21:47:31
0x3951498C5551E7552E536f63eD3e7c861b0f8d93,94.47565466359568,1612275942.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-02 14:25:42
0xcBdD51CF4e679542de0AC059Ae7399d798870F5F,29999.97808381,1612361145.0,Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0,2021-02-03 14:05:45
0x65f4424CEa0593c53Fe4E34d55455238BD058a6c,2099.06,1612372999.0,Yes,2,Project Coral,Not Granted,Not Granted,Outreach,General,0.0,2021-02-03 17:23:19
0x01b8744f70cE3386aac11365516B231A78004198,30388.850595227424,1612284593.0,Yes,2,Project Coral,Not Granted,Not Granted,Outreach,General,0.0,2021-02-02 16:49:53
0xcA3Be6575f123f4d0DC371Aa6660D7977E98f010,1925.1233803977195,1612478574.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-04 22:42:54
0xb0f9E24fC04b7fD4B17D0FB7b1427C6CBda24b1C,10000.647888781026,1612472373.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-04 20:59:33
0x8dB040D2A95c76805f7F24B146f273ADdbB86ed1,2035.927498958015,1612304329.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-02 22:18:49
0xA78B390F3446D57cBFa705793Bfc8b1c264D73A5,3330.071346721308,1612287261.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-02 17:34:21
0x1Fa4823613Fb2424cbDab225FC1eEfe3Bd293c84,23037.5,1612307088.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-02 23:04:48
0x7186d0ebafB8103F87cC500649389aBdD4E756E7,362.97618523310194,1612298034.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-02 20:33:54
0xf2Bc84dae97DC72000404eeF5cCC04eD236e9a79,12602.21191054353,1612295002.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-02 19:43:22
0xd8a7b5F1bf69b66a1ba464aF5c6adBA17C120EEC,480.0119222701831,1612291269.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-02 18:41:09
0x81af0c37d201a73788a2bcc6f6eeCD038FFb633d,63.19298904529172,1612347085.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-03 10:11:25
0x60020f103fE5AFE856A84D0C6A785e3f121E98C3,522.2631135017409,1612358538.0,Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0,2021-02-03 13:22:18
